"Activity Period","Activity Period Start Date","Operating Airline","Operating Airline IATA Code","Published Airline","Published Airline IATA Code","GEO Summary","GEO Region","Activity Type Code","Price Category Code","Terminal","Boarding Area","Passenger Count","data_as_of","data_loaded_at"
"201603","2016/03/01","Compass Airlines","CP","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 2","D","8,477","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","156,235","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","133,097","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Other","International","G","17,450","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","International","G","16,590","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Emirates","EK","Emirates","EK","International","Middle East","Deplaned","Other","International","A","13,760","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Other","International","A","11,503","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Deplaned","Other","International","A","7,099","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Enplaned","Other","International","A","5,007","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Deplaned","Low Fare","Terminal 1","B","27,768","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","Terminal 1","B","28,319","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","International","A","15,322","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","International","A","15,728","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","International","A","5,693","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","6,879","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Deplaned","Low Fare","International","A","61,855","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","International","A","61,551","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","8,401","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","7,726","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","International","A","7,662","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","7,894","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","21,975","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","21,710","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","11,430","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","International","A","9,904","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Qantas Airways","QF","Qantas Airways","QF","International","Australia / Oceania","Deplaned","Other","International","A","7,136","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Qantas Airways","QF","Qantas Airways","QF","International","Australia / Oceania","Enplaned","Other","International","A","5,329","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Deplaned","Other","International","G","6,368","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Enplaned","Other","International","G","5,518","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","11,807","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","International","G","13,553","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Deplaned","Other","International","A","942","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Enplaned","Other","International","A","989","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","2,394","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","2,409","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","F","157,756","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","F","158,773","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Deplaned","Other","International","G","1,299","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Deplaned","Other","Terminal 3","F","8,527","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","F","8,364","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Deplaned","Low Fare","Terminal 1","B","141,992","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Enplaned","Low Fare","Terminal 1","B","142,567","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Thru / Transit","Low Fare","Terminal 1","B","29","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","International","A","3,335","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Low Fare","International","A","3,315","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Sun Country Airlines","SY","Sun Country Airlines","SY","International","Mexico","Deplaned","Low Fare","International","A","411","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Sun Country Airlines","SY","Sun Country Airlines","SY","International","Mexico","Enplaned","Low Fare","International","A","146","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Swiss International","LX","Swiss International","LX","International","Europe","Deplaned","Other","International","G","5,995","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Swiss International","LX","Swiss International","LX","International","Europe","Enplaned","Other","International","G","5,538","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","International","A","5,186","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","International","A","5,405","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Deplaned","Other","International","G","8,865","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Enplaned","Other","International","G","8,729","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","International","G","26,087","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","International","G","31,435","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Thru / Transit","Other","International","G","169","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","E","248,521","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","E","263,407","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Thru / Transit","Other","Terminal 3","E","114","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 3","F","327,187","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 3","F","319,873","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","Domestic","US","Thru / Transit","Other","Terminal 3","F","39","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Asia","Deplaned","Other","International","G","67,286","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Asia","Enplaned","Other","International","G","71,388","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Deplaned","Other","International","G","7,593","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Enplaned","Other","International","G","6,372","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Deplaned","Other","International","G","213","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Enplaned","Other","International","G","344","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Deplaned","Other","Terminal 3","E","6,842","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","E","3,805","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Deplaned","Other","Terminal 3","F","4,388","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Canada","Enplaned","Other","Terminal 3","F","9,378","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Europe","Deplaned","Other","International","G","20,876","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Europe","Enplaned","Other","International","G","19,711","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Mexico","Deplaned","Other","International","G","25,660","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","International","G","8,581","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","Terminal 3","E","914","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","United Airlines","UA","United Airlines","UA","International","Mexico","Enplaned","Other","Terminal 3","F","17,521","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin America","VX","Virgin America","VX","Domestic","US","Deplaned","Low Fare","Terminal 2","D","186,464","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin America","VX","Virgin America","VX","Domestic","US","Enplaned","Low Fare","Terminal 2","D","194,636","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin America","VX","Virgin America","VX","International","Mexico","Deplaned","Low Fare","International","A","4,189","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin America","VX","Virgin America","VX","International","Mexico","Enplaned","Low Fare","Terminal 2","D","4,693","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Deplaned","Other","International","A","12,313","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201603","2016/03/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Enplaned","Other","International","A","10,898","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Aer Lingus, Ltd.","EI","Aer Lingus, Ltd.","EI","International","Europe","Deplaned","Other","International","G","6,054","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Aer Lingus, Ltd.","EI","Aer Lingus, Ltd.","EI","International","Europe","Enplaned","Other","International","G","6,301","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Aeromexico","AM","Aeromexico","AM","International","Mexico","Deplaned","Other","International","A","10,116","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Aeromexico","AM","Aeromexico","AM","International","Mexico","Enplaned","Other","International","A","9,483","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Other","International","G","28,811","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Other","International","G","28,958","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air China","CA","Air China","CA","International","Asia","Deplaned","Other","International","G","9,427","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air China","CA","Air China","CA","International","Asia","Enplaned","Other","International","G","8,485","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air France","AF","Air France","AF","International","Europe","Deplaned","Other","International","A","13,146","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air France","AF","Air France","AF","International","Europe","Enplaned","Other","International","A","13,697","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air India Limited","AI","Air India Limited","AI","International","Asia","Deplaned","Other","International","G","2,975","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air India Limited","AI","Air India Limited","AI","International","Asia","Enplaned","Low Fare","International","G","138","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air India Limited","AI","Air India Limited","AI","International","Asia","Enplaned","Other","International","G","1,839","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Deplaned","Other","International","G","9,227","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Enplaned","Other","International","G","7,576","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Deplaned","Other","International","A","55,729","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Other","International","A","54,045","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Other","International","A","6,025","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Enplaned","Other","International","A","5,149","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Deplaned","Other","International","G","7,043","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Enplaned","Other","International","G","6,185","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 1","C","66,589","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 1","C","66,900","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 2","D","108,977","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 2","D","108,063","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","International","A","8,236","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Other","International","A","6,095","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Other","International","A","19,022","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Other","International","A","18,295","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","COPA Airlines, Inc.","CM","COPA Airlines, Inc.","CM","International","Central America","Deplaned","Other","International","G","3,836","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","COPA Airlines, Inc.","CM","COPA Airlines, Inc.","CM","International","Central America","Enplaned","Other","International","G","3,571","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Other","International","A","20,436","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Enplaned","Other","International","A","17,168","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Other","International","A","9,780","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Other","International","A","9,254","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Eastern","MU","China Eastern","MU","International","Asia","Deplaned","Other","International","A","5,936","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Eastern","MU","China Eastern","MU","International","Asia","Enplaned","Other","International","A","4,795","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Southern","CZ","China Southern","CZ","International","Asia","Deplaned","Other","International","A","6,593","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","China Southern","CZ","China Southern","CZ","International","Asia","Enplaned","Other","International","A","5,370","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","16,658","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Compass Airlines","CP","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","17,244","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Compass Airlines","CP","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 2","D","10,319","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Compass Airlines","CP","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 2","D","9,070","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","151,892","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","154,775","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Thru / Transit","Other","Terminal 1","C","32","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Other","International","G","18,454","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","International","G","15,746","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Emirates","EK","Emirates","EK","International","Middle East","Deplaned","Other","International","A","13,925","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Emirates","EK","Emirates","EK","International","Middle East","Enplaned","Other","International","A","10,608","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Deplaned","Other","International","A","7,524","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Enplaned","Other","International","A","4,938","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Deplaned","Low Fare","Terminal 1","B","28,928","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","Terminal 1","B","29,434","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","International","A","16,648","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","International","A","15,864","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","International","A","5,986","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","5,602","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Deplaned","Low Fare","International","A","64,861","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Enplaned","Low Fare","International","A","64,507","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","11,301","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","10,487","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","International","A","9,224","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","7,958","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","20,714","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","20,762","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"201604","2016/04/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","11,016","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
